Time (sec),RPM,RPM Rate (RPM/sec),Coolant Temp (F),TPS (%),TPS Rate (%/sec),MAP (psi),MAP Rate (psi/sec),Barometer (psi),Battery Volt (V),Lambda Measured,Starting Compensation - Fuel (%),System Temperature (F),System Error,System Status,Charge Time Clip,Open Time Clip,Coil OverCurrent,
0.339,1028,754,185.2,100.0,0,12.11,0.0,12.41,11.70,0.84,118,48,0,2,0,0,0,
0.349,1028,754,185.2,100.0,0,12.11,0.0,12.41,11.70,0.83,118,48,0,2,0,0,0,
0.359,1000,-466,185.2,100.0,0,12.11,0.0,12.41,11.60,0.84,117,48,0,2,0,0,0,
0.369,1000,-466,185.2,100.0,0,12.11,0.0,12.41,11.70,0.84,117,48,0,2,0,0,0,
0.379,1000,-466,185.2,100.0,0,12.11,0.0,12.41,11.70,0.84,117,48,0,2,0,0,0,
0.389,1000,-466,185.2,100.0,0,12.11,0.0,12.41,11.70,0.84,117,48,0,2,0,0,0,
0.399,1397,9245,185.2,100.0,0,12.11,0.0,12.41,11.60,0.83,116,48,0,2,0,0,0,
0.409,1397,9245,185.2,100.0,0,12.11,0.0,12.41,11.60,0.81,116,48,0,2,0,0,0,
0.419,1397,9245,185.2,100.0,0,12.11,0.0,12.41,11.70,0.80,116,48,0,2,0,0,0,
0.429,1397,9245,185.2,100.0,0,12.11,0.0,12.41,11.70,0.80,116,48,0,2,0,0,0,
0.439,1397,9245,185.2,100.0,0,12.11,0.0,12.41,11.70,0.79,116,48,0,2,0,0,0,
0.449,1383,-322,185.2,100.0,0,12.11,0.0,12.41,11.60,0.80,115,48,0,2,0,0,0,
0.459,1383,-322,185.2,100.0,0,12.11,0.0,12.41,11.70,0.80,115,48,0,2,0,0,0,
0.469,1383,-322,185.2,100.0,0,12.11,0.0,12.41,11.70,0.80,115,48,0,2,0,0,0,
0.479,1728,9940,185.2,100.0,0,12.11,0.0,12.41,11.60,0.79,113,48,0,2,0,0,0,
0.489,1728,9940,185.2,100.0,0,12.11,0.0,12.41,11.60,0.76,113,48,0,2,0,0,0,
0.499,1728,9940,185.2,100.0,0,12.11,0.0,12.41,11.70,0.73,113,48,0,2,0,0,0,
0.509,1728,9940,185.2,100.0,0,12.11,0.0,12.41,11.70,0.73,113,48,0,2,0,0,0,
0.519,1685,-1207,185.2,100.0,0,12.11,0.0,12.41,11.60,0.73,112,48,0,2,0,0,0,
0.529,1685,-1207,185.2,100.0,0,12.11,0.0,12.41,11.60,0.73,112,48,0,2,0,0,0,
0.539,1685,-1207,185.2,100.0,0,12.11,0.0,12.41,11.70,0.73,112,48,0,2,0,0,0,
0.549,1974,9509,185.2,100.0,0,12.11,0.0,12.41,11.60,0.73,111,48,0,2,0,0,0,
0.559,1974,9509,185.2,100.0,0,12.12,1.0,12.41,11.60,0.73,111,48,0,2,0,0,0,
0.569,1974,9509,185.2,100.0,0,12.12,0.0,12.41,11.70,0.71,111,48,0,2,0,0,0,
0.579,1928,-1478,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,110,48,0,2,0,0,0,
0.589,1928,-1478,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,110,48,0,2,0,0,0,
0.599,1928,-1478,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,110,48,0,2,0,0,0,
0.609,2229,11184,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,109,48,0,2,0,0,0,
0.619,2229,11184,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,109,48,0,2,0,0,0,
0.629,2215,-516,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,108,48,0,2,0,0,0,
0.639,2215,-516,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,108,48,0,2,0,0,0,
0.649,2215,-516,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,108,48,0,2,0,0,0,
0.659,2500,11877,185.2,100.0,0,12.12,0.0,12.41,11.60,0.69,107,48,0,2,0,0,0,
0.669,2500,11877,185.2,100.0,0,12.13,1.0,12.41,11.60,0.70,107,48,0,2,0,0,0,
0.679,2444,-2281,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,106,48,0,2,0,0,0,
0.689,2444,-2281,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,106,48,0,2,0,0,0,
0.699,2608,7130,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,105,48,0,2,0,0,0,
0.709,2608,7130,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,105,48,0,2,0,0,0,
0.719,2608,7130,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,105,48,0,2,0,0,0,
0.729,2473,-5565,185.2,100.0,0,12.13,0.0,12.41,11.60,0.69,103,48,0,2,0,0,0,
0.739,2473,-5565,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,103,48,0,2,0,0,0,
0.749,2631,6929,185.2,100.0,0,12.13,0.0,12.41,11.60,0.70,102,48,0,2,0,0,0,
0.759,2631,6929,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,102,48,0,2,0,0,0,
0.769,2493,6929,185.2,100.0,0,12.13,0.0,12.41,11.60,0.70,102,48,0,2,0,0,0,
0.779,2493,-5734,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,101,48,0,2,0,0,0,
0.789,2493,-5734,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,101,48,0,2,0,0,0,
0.799,2646,6748,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,100,48,0,2,0,0,0,
0.809,2646,6748,185.2,100.0,0,12.13,0.0,12.41,11.60,0.71,100,48,0,2,0,0,0,
0.819,2508,-5768,185.2,100.0,0,12.13,0.0,12.41,11.60,0.73,100,48,0,2,0,0,0,
0.829,2508,-5768,185.2,100.0,0,12.13,0.0,12.41,11.60,0.74,100,48,0,2,0,0,0,
0.840,2663,6881,185.2,100.0,0,12.13,0.0,12.41,11.60,0.73,100,48,0,2,0,0,0,
0.849,2663,6881,185.2,100.0,0,12.13,0.0,12.41,11.60,0.74,100,48,0,2,0,0,0,
0.859,2663,6881,185.2,100.0,0,12.13,0.0,12.41,11.60,0.73,100,48,0,2,0,0,0,
0.869,2517,-6126,185.2,100.0,0,12.13,0.0,12.41,11.60,0.74,100,48,0,2,0,0,0,
0.879,2517,-6126,185.2,100.0,0,12.13,0.0,12.41,11.60,0.74,100,48,0,2,0,0,0,
0.889,2671,6857,185.2,100.0,0,12.13,0.0,12.41,11.60,0.73,100,48,0,2,0,0,0,
0.899,2671,6857,185.2,100.0,0,12.13,0.0,12.41,11.60,0.75,100,48,0,2,0,0,0,
0.909,2542,-5466,185.2,100.0,0,12.13,0.0,12.41,11.60,0.75,100,48,0,2,0,0,0,
0.919,2542,-5466,185.2,100.0,0,12.13,0.0,12.41,11.60,0.76,100,48,0,2,0,0,0,
0.929,2542,-5466,185.2,100.0,0,12.13,0.0,12.41,11.60,0.75,100,48,0,2,0,0,0,
0.939,2695,6873,185.2,100.0,0,12.13,0.0,12.41,11.60,0.76,100,48,0,2,0,0,0,
0.949,2695,6873,185.2,100.0,0,12.13,0.0,12.41,11.60,0.76,100,48,0,2,0,0,0,
0.959,2560,-5761,185.2,100.0,0,12.13,0.0,12.41,11.60,0.75,100,48,0,2,0,0,0,
0.969,2560,-5761,185.2,100.0,0,12.13,0.0,12.41,11.60,0.76,100,48,0,2,0,0,0,
0.979,2705,6538,185.2,100.0,0,12.13,0.0,12.41,11.60,0.76,100,48,0,2,0,0,0,
0.989,2705,6538,185.2,100.0,0,12.13,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
0.999,2705,6538,185.2,100.0,0,12.13,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.009,2570,-5783,185.2,100.0,0,12.13,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.019,2570,-5783,185.2,100.0,0,12.13,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.029,2714,6514,185.2,100.0,0,12.13,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.039,2714,6514,185.2,100.0,0,12.14,1.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.049,2576,-5925,185.2,100.0,0,12.14,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.059,2576,-5925,185.2,100.0,0,12.14,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.069,2729,6959,185.2,100.0,0,12.14,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.079,2729,6959,185.2,100.0,0,12.14,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.089,2729,6959,185.2,100.0,0,12.14,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.099,2590,-6001,185.2,100.0,0,12.14,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.109,2590,-6001,185.2,100.0,0,12.14,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.119,2744,7043,185.2,100.0,0,12.14,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.129,2744,7043,185.2,100.0,0,12.15,1.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.139,2605,-6036,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.149,2605,-6036,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.159,2757,6984,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.169,2757,6984,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.179,2757,6984,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.189,2614,-6230,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.199,2614,-6230,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.209,2763,6863,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.219,2763,6863,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.229,2630,-5831,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.239,2630,-5831,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.249,2783,7098,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.259,2783,7098,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.270,2651,-5832,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.279,2651,-5832,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.289,2651,-5832,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.299,2800,6955,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.309,2800,6955,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.319,2662,-6123,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.329,2662,-6123,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.339,2825,7675,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.349,2825,7675,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.359,2710,-5195,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.369,2710,-5195,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.379,2854,6851,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.389,2854,6851,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.400,2712,-6419,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.409,2712,-6419,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.419,2712,-6419,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.429,2864,7257,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.439,2864,7257,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.449,2744,-5489,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.459,2744,-5489,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.469,2909,8000,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.479,2909,8000,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.489,2776,-6153,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.499,2776,-6153,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.509,2933,7677,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.519,2933,7677,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.529,2802,-6118,185.2,100.0,0,12.15,0.0,12.41,11.60,0.77,100,48,0,2,0,0,0,
1.539,2802,-6118,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.549,2969,8266,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.559,2969,8266,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.569,2851,-5607,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.579,2851,-5607,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.589,3010,7976,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.599,3010,7976,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.609,2866,-6880,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.619,2866,-6880,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.629,3037,8657,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.639,3037,8657,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.649,2974,-3122,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.659,2974,-3122,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.669,3145,8964,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.679,3145,8964,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.689,2986,-7914,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.699,2986,-7914,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.709,3112,6537,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.719,3112,6537,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.729,2967,-7170,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.739,2967,-7170,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.749,3134,8723,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.759,3134,8723,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.769,3027,-5398,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.779,3027,-5398,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.789,3162,7115,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.799,3162,7115,185.2,100.0,0,12.15,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.809,3010,-7626,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.819,3010,-7626,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.829,3169,8400,185.2,100.0,0,12.15,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.839,3169,8400,185.2,100.0,0,12.16,1.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.849,3084,-4369,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.859,3084,-4369,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.869,3253,9163,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.879,3253,9163,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
1.889,3106,-7611,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
1.899,3243,7404,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.909,3243,7404,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
1.919,3139,-5441,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.929,3139,-5441,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
1.939,3304,9088,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.949,3304,9088,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.959,3171,-7030,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.969,3171,-7030,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
1.979,3305,7382,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
1.989,3305,7382,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
1.999,3181,-6574,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.009,3181,-6574,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.019,3340,8853,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.030,3261,-4294,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.039,3261,-4294,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.049,3418,8944,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.059,3418,8944,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.069,3274,-7859,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.079,3274,-7859,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.089,3397,6964,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.099,3397,6964,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.109,3286,-6079,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.119,3446,9191,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.129,3446,9191,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.139,3342,-5793,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.149,3342,-5793,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.159,3478,7884,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.169,3478,7884,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.179,3368,-6175,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.189,3537,9964,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.199,3537,9964,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.209,3456,-4665,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.219,3456,-4665,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.229,3598,8517,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.239,3436,8517,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.249,3436,-9279,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.259,3543,6318,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.269,3543,6318,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.279,3416,-7232,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.289,3416,-7232,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.299,3579,9725,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.309,3470,-6303,185.2,100.0,0,12.16,0.0,12.41,11.60,0.78,100,48,0,2,0,0,0,
2.319,3470,-6303,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.329,3590,7181,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.339,3590,7181,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.349,3471,-6885,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.359,3627,9430,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.369,3627,9430,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.379,3554,-4324,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
2.389,3554,-4324,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.399,3712,9775,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.409,3598,-6837,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.419,3598,-6837,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.429,3721,7629,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.439,3721,7629,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.449,3599,-7318,185.2,100.0,0,12.16,0.0,12.41,11.60,0.80,100,48,0,2,0,0,0,
2.459,3753,9634,185.2,100.0,0,12.16,0.0,12.41,11.60,0.79,100,48,0,2,0,0,0,
